City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Tuatapere,NZ,-46.1333,167.6833,49.17,70,71,4.45,broken clouds
349,Maputo,MZ,-25.9653,32.5892,64.08,94,75,19.57,drizzle
350,Safranbolu,TR,41.2508,32.6942,53.74,71,100,2.28,overcast clouds
351,Seymchan,RU,62.8833,152.4333,12.52,90,89,3.42,overcast clouds
352,Ferrol,ES,43.4832,-8.2369,56.71,89,73,2.1,broken clouds
353,Hamadan,IR,34.7992,48.5146,36.48,48,0,0.0,clear sky
354,Hobyo,SO,5.3505,48.5268,82.45,76,32,16.55,scattered clouds
355,San Carlos De Bariloche,AR,-41.1456,-71.3082,64.15,29,0,4.61,clear sky
356,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,83,100,8.19,overcast clouds
357,Avera,US,33.194,-82.5271,71.11,78,100,4.16,overcast clouds
358,Panaba,MX,21.2833,-88.2667,90.14,47,3,18.95,clear sky
359,Ihosy,MG,-22.4,46.1167,67.8,90,65,7.43,broken clouds
360,Vestmannaeyjar,IS,63.4427,-20.2734,47.08,92,99,17.94,light rain
361,Inhambane,MZ,-23.865,35.3833,73.06,89,99,8.05,light rain
362,Dunedin,NZ,-45.8742,170.5036,50.38,64,75,3.04,broken clouds
363,Tokur,RU,53.1333,132.9,16.38,92,100,4.83,overcast clouds
364,Xuddur,SO,4.1213,43.8894,80.1,64,96,12.91,overcast clouds
365,Adre,TD,13.4667,22.2,86.13,30,73,5.39,broken clouds
366,Takab,IR,36.4009,47.1133,42.01,66,12,3.69,few clouds
367,Kununurra,AU,-15.7667,128.7333,75.18,100,22,4.61,few clouds
368,Acapulco,MX,16.8634,-99.8901,85.82,62,0,8.05,clear sky
369,Leshukonskoye,RU,64.8989,45.7622,21.24,95,50,4.76,scattered clouds
370,Mehamn,NO,71.0357,27.8492,37.74,92,100,32.95,overcast clouds
371,Shingu,JP,33.7333,135.9833,54.9,61,100,3.98,overcast clouds
372,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,63.63,69,68,6.53,broken clouds
373,Navirai,BR,-23.065,-54.1906,62.33,81,0,5.35,clear sky
374,Khadro,PK,26.1472,68.7176,86.34,32,45,12.08,scattered clouds
375,Neuquen,AR,-38.9516,-68.0591,69.69,43,0,6.91,clear sky
376,Yarmouth,US,41.7057,-70.2286,59.61,82,40,12.66,scattered clouds
377,Tashigang,BT,27.3331,91.5542,59.14,84,5,3.42,clear sky
378,Okhotsk,RU,59.3833,143.3,16.59,86,95,10.6,overcast clouds
379,Bandarbeyla,SO,9.4942,50.8122,81.28,80,35,7.38,scattered clouds
380,San Jeronimo,PE,-11.9472,-75.2829,63.37,56,35,5.59,scattered clouds
381,Egvekinot,RU,66.3167,-179.1667,18.57,91,100,9.24,light snow
382,Antofagasta,CL,-23.65,-70.4,61.88,82,18,6.93,few clouds
383,Bay Roberts,CA,47.5999,-53.2648,51.66,55,1,11.99,clear sky
384,Mount Vernon,US,40.9126,-73.8371,65.84,61,75,8.05,broken clouds
385,Pontian Kecil,MY,1.4801,103.3899,79.12,82,100,2.68,overcast clouds
386,Chipinge,ZW,-20.1883,32.6236,63.3,97,99,2.77,light rain
387,Mount Gambier,AU,-37.8333,140.7667,67.91,40,40,17.27,scattered clouds
388,Brae,GB,60.3964,-1.353,45.7,96,100,16.6,overcast clouds
389,Kirovsk,UA,48.6375,38.6428,48.0,74,100,10.0,overcast clouds
390,Tessalit,ML,20.1986,1.0114,75.27,18,91,9.69,overcast clouds
391,Lapas,GR,38.1,21.4167,65.19,67,75,8.05,light intensity drizzle
392,Bathurst,AU,-33.4166,149.5806,53.6,84,3,2.17,clear sky
393,Nizhnevartovsk,RU,60.9344,76.5531,32.02,86,75,4.47,light shower snow
394,Kavaratti,IN,10.5669,72.642,83.53,72,19,3.18,few clouds
395,Sulangan,PH,11.1373,123.7228,81.1,77,72,9.22,broken clouds
396,Betanzos,ES,43.2804,-8.2147,57.11,83,100,3.44,overcast clouds
397,Tamiahua,MX,21.2667,-97.45,84.74,69,19,13.58,few clouds
398,Carnarvon,AU,-24.8667,113.6333,73.47,83,40,17.27,scattered clouds
399,Tigil,RU,57.8,158.6667,18.82,92,96,2.39,overcast clouds
400,Nuevo Progreso,MX,23.1667,-97.95,86.54,57,19,5.01,few clouds
401,Ust-Omchug,RU,61.15,149.6333,6.93,95,95,4.32,overcast clouds
402,Scarborough,GB,54.2797,-0.4044,55.65,85,100,11.99,overcast clouds
403,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,17.27,overcast clouds
404,Batemans Bay,AU,-35.7167,150.1833,63.1,76,12,4.32,few clouds
405,Nara,JP,34.6851,135.8049,51.49,50,100,2.3,overcast clouds
406,Floro,NO,61.5996,5.0328,46.36,71,100,11.5,overcast clouds
407,Sisimiut,GL,66.9395,-53.6735,20.75,61,28,7.7,scattered clouds
408,Labuhan,ID,-6.8844,112.2051,78.26,88,97,5.48,overcast clouds
409,Hailar,CN,49.2,119.7,29.41,52,66,6.82,broken clouds
410,Urengoy,RU,65.9667,78.3667,15.01,92,100,15.52,overcast clouds
411,Meulaboh,ID,4.1363,96.1285,77.61,87,33,2.3,scattered clouds
412,Santa Ana,US,33.7456,-117.8678,76.64,58,20,13.8,few clouds
413,Shache,CN,38.4167,77.2406,56.73,21,3,11.48,clear sky
414,Rauma,FI,61.1272,21.5113,32.04,77,91,5.7,overcast clouds
415,Price,US,39.5994,-110.8107,66.11,38,100,12.66,overcast clouds
416,Axim,GH,4.8699,-2.2405,74.35,93,100,5.19,moderate rain
417,San Ramon,US,37.7799,-121.978,68.22,64,75,14.97,broken clouds
418,Bermejillo,MX,25.8833,-103.6167,93.24,8,77,4.83,broken clouds
419,Junction City,US,39.0286,-96.8314,55.62,27,0,13.8,clear sky
420,Quang Ngai,VN,15.1167,108.8,73.67,94,54,1.54,broken clouds
421,Rawson,AR,-43.3002,-65.1023,56.57,62,0,10.67,clear sky
422,Celestun,MX,20.8667,-90.4,82.63,70,3,17.11,clear sky
423,San Juan,AR,-31.5375,-68.5364,72.55,32,0,10.83,clear sky
424,Kifri,IQ,34.6959,44.9661,65.01,27,3,7.11,clear sky
425,Roma,US,43.2128,-75.4557,43.83,77,75,6.91,broken clouds
426,Necochea,AR,-38.5473,-58.7368,59.86,70,87,4.5,overcast clouds
427,Tumut,AU,-35.3,148.2167,60.6,68,13,2.13,few clouds
428,Palu,ID,-0.8917,119.8707,75.76,97,100,2.51,overcast clouds
429,Wilmington,US,34.2257,-77.9447,73.31,76,20,11.5,few clouds
430,Umea,SE,63.8284,20.2597,34.92,93,0,0.0,clear sky
431,Horsham,GB,51.064,-0.3272,53.67,80,53,5.75,broken clouds
432,Palmer,US,42.1584,-72.3287,60.35,81,100,18.41,overcast clouds
433,Aksu,CN,41.1231,80.2644,52.59,18,8,7.76,clear sky
434,Wenatchee,US,47.4235,-120.3103,50.97,46,100,1.99,overcast clouds
435,Aswan,EG,24.0934,32.907,85.3,12,0,5.75,clear sky
436,Xichang,CN,27.8964,102.2634,51.01,83,95,2.66,overcast clouds
437,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.26,66,83,15.39,broken clouds
438,Llanes,ES,43.4198,-4.7549,58.28,81,1,5.73,clear sky
439,Kristiansund,NO,63.1115,7.732,42.85,87,98,3.44,overcast clouds
440,Komsomolskiy,UZ,40.4272,71.7189,61.52,44,16,9.22,few clouds
441,Nijar,ES,36.9665,-2.206,61.65,77,0,3.44,clear sky
442,Sorong,ID,-0.8833,131.25,81.21,83,62,11.72,broken clouds
443,Kloulklubed,PW,7.0419,134.2556,73.9,73,50,2.08,scattered clouds
444,Nizhniy Kuranakh,RU,58.8353,125.4869,23.27,94,98,1.77,overcast clouds
445,Teguldet,RU,57.3064,88.1667,45.23,81,100,9.64,overcast clouds
446,Sile,TR,41.1754,29.6133,57.87,62,96,5.14,overcast clouds
447,Bambanglipuro,ID,-7.95,110.2833,76.41,91,43,3.04,scattered clouds
448,Machico,PT,32.7,-16.7667,72.23,43,20,16.11,few clouds
449,Iracoubo,GF,5.4802,-53.2011,78.33,83,94,10.87,overcast clouds
450,Ixtapa,MX,20.7,-105.2,78.03,73,40,11.5,scattered clouds
451,Grand-Lahou,CI,5.1367,-5.0242,77.31,87,100,3.96,light rain
452,Fare,PF,-16.7,-151.0167,81.07,73,6,12.95,clear sky
453,Rio Gallegos,AR,-51.6226,-69.2181,48.25,81,0,6.91,clear sky
454,San Cristobal,VE,7.7669,-72.225,78.98,70,100,4.85,overcast clouds
455,Nkan,GA,0.3833,9.7833,76.75,94,100,2.24,overcast clouds
456,Solana Beach,US,32.9912,-117.2711,74.19,63,0,12.66,clear sky
457,Takoradi,GH,4.8845,-1.7554,75.25,90,100,9.4,light rain
458,Pljevlja,ME,43.3333,19.3333,41.31,95,100,1.95,overcast clouds
459,Pestravka,RU,52.405,49.9583,45.45,72,100,9.86,overcast clouds
460,Ucluelet,CA,48.9329,-125.5528,48.51,52,100,7.16,overcast clouds
461,Katesh,TZ,-4.5167,35.3833,58.37,97,100,2.39,overcast clouds
462,Ekhabi,RU,53.5102,142.9671,28.4,84,100,10.71,overcast clouds
463,Paine,CL,-33.8167,-70.75,72.84,31,0,2.73,clear sky
464,Atar,MR,20.5169,-13.0499,82.24,11,0,4.76,clear sky
465,Morgan City,US,29.6994,-91.2068,85.01,83,40,10.36,scattered clouds
466,Liverpool,GB,53.4106,-2.9779,59.14,83,20,2.3,few clouds
467,Riwaka,NZ,-41.0833,173.0,60.84,63,68,3.74,broken clouds
468,Cuiluan,CN,47.72,128.648,36.0,51,4,7.23,clear sky
469,Mikuni,JP,36.2171,136.1519,40.91,46,35,2.06,scattered clouds
470,Nelson,NZ,-41.2833,173.2833,60.37,59,74,3.36,broken clouds
471,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,71.85,59,0,5.48,clear sky
472,Salalah,OM,17.0151,54.0924,80.69,89,40,1.14,scattered clouds
473,La Paz,BO,-16.5,-68.15,62.58,12,19,8.05,few clouds
474,Kailua,US,21.4022,-157.7394,82.38,82,100,14.97,light rain
475,Oktyabrskoye,RU,43.0645,44.7417,41.14,87,5,6.71,clear sky
476,Shouguang,CN,36.88,118.7375,53.28,33,22,3.83,few clouds
477,Jos,NG,9.9167,8.9,69.1,81,100,3.56,overcast clouds
478,Alexandria,EG,31.2156,29.9553,67.96,45,0,8.05,clear sky
479,Guane,CU,22.2025,-84.0875,79.57,71,41,7.07,scattered clouds
480,Dingle,PH,10.9995,122.6711,78.28,86,50,5.46,scattered clouds
481,La Massana,AD,42.5667,1.4833,43.54,79,18,6.15,few clouds
482,Kasongo-Lunda,CD,-6.4667,16.8167,70.18,97,66,0.51,light rain
483,Suoyarvi,RU,62.0833,32.35,26.11,94,93,3.0,overcast clouds
484,Ubon Ratchathani,TH,15.1667,105.1667,84.97,73,99,9.93,overcast clouds
485,Penzance,GB,50.1186,-5.5371,50.68,90,98,13.24,overcast clouds
486,Camopi,GF,3.1655,-52.3158,73.15,97,75,3.49,broken clouds
487,Sweetwater,US,25.7634,-80.3731,83.01,70,40,14.97,scattered clouds
488,Vuktyl,RU,63.8567,57.3094,14.45,94,75,5.1,broken clouds
489,Sinop,TR,41.7711,34.8709,52.23,64,72,6.67,broken clouds
490,Bonavista,CA,48.6499,-53.1147,40.32,75,29,19.13,scattered clouds
491,Imbituba,BR,-28.24,-48.6703,64.42,72,6,9.73,clear sky
492,Nantucket,US,41.2835,-70.0995,57.25,80,0,18.41,clear sky
493,Netarhat,IN,23.4833,84.2667,71.08,18,59,2.89,broken clouds
494,Newport,GB,51.5877,-2.9984,56.07,74,86,4.45,overcast clouds
495,Port Macquarie,AU,-31.4333,152.9167,62.89,76,29,6.78,scattered clouds
496,Sfantu Gheorghe,RO,45.8667,25.7833,43.27,89,100,8.88,light rain
497,Hofn,IS,64.2539,-15.2082,45.77,99,100,10.16,moderate rain
498,Kutum,SD,14.2,24.6667,74.23,10,32,1.43,scattered clouds
499,Sena Madureira,BR,-9.0656,-68.6569,76.78,82,81,1.9,broken clouds
500,Adana,TR,36.985,35.2881,55.42,67,0,6.91,clear sky
501,Coquimbo,CL,-29.9533,-71.3436,58.73,82,75,12.66,broken clouds
502,Sola,VU,-13.8833,167.55,81.95,71,83,3.33,broken clouds
503,Beyla,GN,8.6833,-8.6333,70.81,91,99,4.59,moderate rain
504,Dangriga,BZ,16.9692,-88.2321,81.32,74,88,7.47,overcast clouds
505,Novaya Igirma,RU,57.1334,103.9112,38.35,93,98,7.11,overcast clouds
506,Poya,NC,-21.35,165.15,79.45,65,2,5.77,clear sky
507,Andenes,NO,69.3143,16.1194,42.78,87,100,12.66,overcast clouds
508,Tynda,RU,55.1667,124.7167,19.15,76,57,3.31,broken clouds
509,Srednekolymsk,RU,67.45,153.6833,13.69,91,99,5.57,overcast clouds
510,Mzimba,MW,-11.9,33.6,61.52,96,48,6.2,scattered clouds
511,Aklavik,CA,68.2191,-135.0107,17.6,45,0,9.22,clear sky
512,Porto Novo,BJ,6.4965,2.6036,82.22,80,87,6.11,overcast clouds
513,Loughrea,IE,53.1969,-8.5669,51.39,97,100,9.17,moderate rain
514,Tabuk,PH,17.4189,121.4443,74.3,86,87,4.0,overcast clouds
515,Kholm-Zhirkovskiy,RU,55.5189,33.4731,29.84,82,34,12.1,scattered clouds
516,Sept-Iles,CA,50.2001,-66.3821,41.05,62,20,11.5,few clouds
517,Nueva Imperial,CL,-38.7333,-72.95,66.85,79,55,5.12,broken clouds
518,Bereda,ES,43.2686,-7.5406,53.58,100,40,2.01,scattered clouds
519,Lodja,CD,-3.4833,23.4333,69.94,98,94,1.28,overcast clouds
520,Clyde River,CA,70.4692,-68.5914,-5.57,84,100,5.75,overcast clouds
521,Camana,PE,-16.6228,-72.7111,67.96,79,100,8.77,overcast clouds
522,Kedrovyy,RU,56.1667,91.8167,48.61,87,98,5.14,overcast clouds
523,Kilakarai,IN,9.2333,78.7833,84.63,74,18,17.22,few clouds
524,Mareeba,AU,-17.0,145.4333,72.32,74,100,4.03,overcast clouds
525,Kidal,ML,18.4411,1.4078,79.47,12,100,14.99,overcast clouds
526,Zverinogolovskoye,RU,54.4586,64.8542,38.64,80,52,8.08,broken clouds
527,Kodinsk,RU,58.6881,99.1844,37.36,98,100,4.94,overcast clouds
528,Namatanai,PG,-3.6667,152.4333,81.88,76,98,4.32,overcast clouds
529,Ornskoldsvik,SE,63.2909,18.7153,38.35,87,50,6.91,scattered clouds
530,Juba,SS,4.8517,31.5825,73.2,76,100,1.74,overcast clouds
531,Aripuana,BR,-9.1667,-60.6333,74.7,98,95,1.21,overcast clouds
532,Sosnovo-Ozerskoye,RU,52.5249,111.5418,29.1,79,70,5.61,broken clouds
533,Krasnoselkup,RU,65.7,82.4667,20.73,92,100,18.5,overcast clouds
534,Lampang,TH,18.3333,99.5,84.85,56,26,1.3,scattered clouds
535,Matamoros,MX,25.5333,-103.25,93.31,8,75,3.44,broken clouds
536,Domoni,KM,-12.2569,44.5319,79.27,84,17,3.2,light rain
537,Touros,BR,-5.1989,-35.4608,80.44,80,59,7.31,broken clouds
538,Clinton,US,42.587,-82.9199,46.42,57,75,13.8,broken clouds
539,Jibuti,DJ,11.5,42.5,75.61,68,28,7.72,scattered clouds
540,Margate,GB,51.3813,1.3862,52.3,82,11,3.0,few clouds
541,Kopidlno,CZ,50.3308,15.2703,41.23,91,43,5.68,scattered clouds
542,Whitehorse,CA,60.7161,-135.0538,36.1,47,100,10.36,overcast clouds
543,Kirakira,SB,-10.4544,161.9205,83.5,70,83,6.38,broken clouds
544,Irece,BR,-11.3042,-41.8558,73.08,80,89,4.36,overcast clouds
545,Maryborough,AU,-25.5333,152.7,73.08,61,21,8.46,few clouds
546,Porto Walter,BR,-8.2686,-72.7439,75.74,85,54,2.89,broken clouds
547,Tagusao,PH,9.1924,117.8141,80.8,78,70,3.56,broken clouds
548,Lesozavodsk,RU,45.4794,133.4244,44.98,32,2,11.21,clear sky
549,Santa Cruz,BO,-17.8,-63.1667,71.65,60,75,9.22,broken clouds
550,Champerico,GT,14.3,-91.9167,86.16,65,17,13.94,few clouds
551,Ayios Vasilios,GR,37.8,22.8,57.83,60,94,0.69,overcast clouds
552,Buchanan,LR,5.8808,-10.0467,80.55,85,99,8.03,light rain
553,Natal,BR,-5.795,-35.2094,83.05,83,20,6.91,few clouds
554,Basco,PH,20.4487,121.9702,76.15,77,29,17.05,scattered clouds
555,Ballyhaunis,IE,53.7667,-8.7667,51.78,97,100,10.42,light rain
556,Svetlogorsk,BY,52.6333,29.7333,35.01,96,100,14.83,overcast clouds
557,Koulikoro,ML,14.0,-7.75,87.37,23,78,9.08,broken clouds
558,Sidi Ali,DZ,36.0998,0.4206,56.12,69,0,5.37,clear sky
559,Tabriz,IR,38.08,46.2919,44.06,57,0,9.22,clear sky
560,Kahului,US,20.8947,-156.47,78.82,73,75,14.0,broken clouds
561,Redcliffe,AU,-27.2307,153.0973,68.09,72,75,13.8,broken clouds
562,Walvis Bay,NA,-22.9575,14.5053,54.55,100,1,2.3,clear sky
563,Sinnamary,GF,5.3833,-52.95,78.26,84,96,11.14,overcast clouds
564,Little Current,CA,45.9793,-81.9248,33.42,67,93,14.16,overcast clouds
565,Rockport,US,28.0206,-97.0544,82.44,85,0,16.11,haze
566,Tongren,CN,27.7172,109.1853,48.76,94,100,1.72,overcast clouds
567,Banda Aceh,ID,5.5577,95.3222,79.57,83,65,3.27,broken clouds
568,Zhezkazgan,KZ,47.8043,67.7144,53.26,62,68,18.41,broken clouds
569,Romny,UA,50.751,33.4747,39.27,90,100,9.15,overcast clouds
570,Lac-Megantic,CA,45.5834,-70.8823,39.56,81,100,6.51,overcast clouds
571,Nyeri,KE,-0.4201,36.9476,60.21,95,100,1.19,overcast clouds
572,Chifeng,CN,42.2683,118.9636,46.83,28,15,7.02,few clouds
573,Shahr-E Kord,IR,32.3256,50.8644,44.37,26,0,4.61,clear sky
574,Waddan,LY,29.1614,16.139,64.8,56,17,14.09,few clouds
575,Cambuci,BR,-21.5753,-41.9111,66.92,86,18,2.53,few clouds
576,Shumyachi,RU,53.8583,32.4242,34.02,85,100,13.78,overcast clouds
577,Corrales,US,35.2378,-106.6067,81.9,7,0,11.5,"sand,dust whirls"
578,Karhal,IN,27.0003,78.9414,82.6,14,0,5.77,clear sky
579,Parabel,RU,58.6978,81.4825,46.35,89,100,9.35,overcast clouds
580,Barentu,ER,15.1139,37.5928,80.13,41,43,6.06,scattered clouds
581,Vostok,RU,46.4856,135.8833,35.38,63,2,12.86,clear sky
582,Karwar,IN,14.8,74.1333,78.96,85,31,2.35,scattered clouds
583,Filingue,NE,14.3521,3.3168,87.17,33,90,14.25,overcast clouds
584,Alihe,CN,50.5667,123.7167,32.16,46,25,7.27,scattered clouds
585,Joshimath,IN,30.5667,79.5667,52.14,45,7,8.79,clear sky
586,Oudtshoorn,ZA,-33.5907,22.2014,53.82,85,2,2.21,clear sky
587,Caravelas,BR,-17.7125,-39.2481,77.52,67,100,11.12,overcast clouds
588,Grindavik,IS,63.8424,-22.4338,46.87,100,100,17.27,overcast clouds
589,Palmas,BR,-10.2128,-48.3603,84.07,74,40,8.05,moderate rain
590,Arroyo,ES,41.6096,-4.7969,53.64,66,0,9.22,clear sky
591,Haverfordwest,GB,51.8017,-4.9691,50.56,91,98,1.01,overcast clouds
592,Ha Giang,VN,22.8333,104.9833,65.93,97,100,1.72,overcast clouds
593,Colchester,GB,51.8892,0.9042,49.14,87,22,8.05,few clouds
594,Kokopo,PG,-4.352,152.2633,82.56,72,94,3.11,overcast clouds
595,Kangaatsiaq,GL,68.3065,-53.4641,1.31,95,74,5.32,broken clouds
596,Oneonta,US,42.4529,-75.0638,39.65,98,100,2.24,overcast clouds
597,Nykoping,SE,58.753,17.0079,46.26,70,0,0.0,clear sky
598,Flinders,AU,-34.5833,150.8552,67.05,92,2,8.01,clear sky
599,Moron,AR,-34.6534,-58.6198,66.96,73,70,5.93,broken clouds
600,Amga,RU,60.8953,131.9608,24.19,89,100,4.9,light snow
601,Pundaguitan,PH,6.3711,126.1689,81.0,76,76,2.66,broken clouds
602,Elizabeth City,US,36.2946,-76.2511,75.22,70,75,12.66,broken clouds
603,Eyl,SO,7.9803,49.8164,80.4,79,36,4.52,scattered clouds
604,Harper,LR,4.375,-7.7169,78.57,84,98,4.76,light rain
605,Yelandur,IN,12.0667,77.0333,75.6,77,59,2.77,broken clouds
606,Fairhope,US,30.523,-87.9033,80.76,63,75,9.22,broken clouds
607,Khandyga,RU,62.6667,135.6,16.47,87,96,0.69,overcast clouds
608,Fukuma,JP,33.7667,130.4667,51.15,57,63,3.11,broken clouds
609,Damietta,EG,31.4165,31.8133,62.49,71,54,17.22,broken clouds
610,Mayo,US,38.8876,-76.5119,75.61,65,40,11.5,light rain
611,Ntungamo,UG,-0.8833,29.65,64.58,96,100,2.59,overcast clouds
612,Bafoulabe,ML,13.8065,-10.8321,97.74,16,90,3.33,overcast clouds
613,Ibotirama,BR,-12.1853,-43.2206,73.06,90,99,2.62,overcast clouds
614,Helena,US,46.5927,-112.0361,34.18,82,100,12.66,overcast clouds
615,Kolpashevo,RU,58.3131,82.9089,42.76,90,100,7.02,overcast clouds
616,Biak,ID,-0.9131,122.8766,78.3,83,89,2.3,overcast clouds
617,Santiago Del Estero,AR,-27.7951,-64.2615,65.73,51,2,6.53,clear sky
618,Mpika,ZM,-11.8343,31.4529,61.07,95,87,6.22,overcast clouds
619,Tevaitoa,PF,-16.7833,-151.5,81.21,73,10,13.78,clear sky
620,Bachaquero,VE,9.9694,-71.1494,84.45,66,52,1.97,broken clouds
621,Huamuxtitlan,MX,17.8167,-98.5667,100.27,18,27,5.59,scattered clouds
622,Manggar,ID,-2.8833,108.2667,80.96,75,67,1.92,broken clouds
623,Zhanakorgan,KZ,43.9098,67.2495,62.62,53,100,18.72,overcast clouds
624,Vagur,FO,61.4732,-6.8119,46.9,90,100,23.8,overcast clouds
625,Bud,US,39.447,-86.1758,59.76,36,2,14.25,clear sky
626,Onguday,RU,50.75,86.15,39.54,65,0,4.05,clear sky
627,Guanica,PR,17.9716,-66.908,81.5,75,98,16.78,overcast clouds
628,Murgab,TM,37.4966,61.9714,60.67,55,12,11.5,few clouds
629,Mocuba,MZ,-16.8392,36.9856,70.47,99,46,2.08,light rain
630,Itanagar,IN,27.1,93.6167,64.56,96,35,2.75,scattered clouds
631,Capaccio,IT,40.4244,15.0809,58.06,71,100,7.16,overcast clouds
632,Zyryanka,RU,65.75,150.85,10.63,89,100,2.13,overcast clouds
633,Erenhot,CN,43.6475,111.9767,44.49,30,91,5.93,overcast clouds
634,Chinchani,IN,19.8667,72.7,79.09,75,0,4.38,clear sky
635,Lichinga,MZ,-13.3128,35.2406,66.29,94,75,6.91,broken clouds
636,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,23.02,few clouds
637,Oskemen,KZ,49.9565,82.6119,33.76,75,0,0.0,clear sky
638,Rjukan,NO,59.8789,8.5941,33.44,73,98,5.77,overcast clouds
639,Kabinda,CD,-6.1333,24.4833,67.71,91,89,2.75,overcast clouds
640,Nishihara,JP,26.1842,127.7558,67.28,67,40,5.75,scattered clouds
641,Arica,CL,-18.475,-70.3042,69.35,68,0,9.22,clear sky
642,Iramuco,MX,19.95,-100.9167,89.71,14,0,0.0,clear sky
643,Jimo,CN,36.3897,120.4622,44.38,65,0,2.24,clear sky
644,Havoysund,NO,70.9963,24.6622,39.43,92,100,31.14,overcast clouds
645,Zeya,RU,53.75,127.2667,28.47,60,23,4.52,few clouds
646,Kenai,US,60.5544,-151.2583,45.03,55,100,8.05,overcast clouds
647,Kondopoga,RU,62.2057,34.2614,24.48,95,79,2.64,broken clouds
648,Makubetsu,JP,45.3714,141.8211,44.37,86,85,20.96,light rain
649,Morwa,IN,22.9,73.8333,78.21,59,0,5.95,clear sky
650,Alyangula,AU,-13.8483,136.4192,78.67,89,98,5.75,overcast clouds
651,Imeni Poliny Osipenko,RU,52.4201,136.4853,28.02,86,100,17.69,overcast clouds
652,Susanville,US,40.4163,-120.653,44.11,84,89,13.31,overcast clouds
653,Lagoa,PT,39.05,-27.9833,58.71,73,19,12.26,few clouds
654,Quelimane,MZ,-17.8786,36.8883,80.55,89,75,5.75,broken clouds
655,Zabol,AF,32.25,67.25,63.97,23,100,4.99,overcast clouds
656,Biga,TR,40.2281,27.2422,60.06,75,46,0.72,scattered clouds
657,Iquitos,PE,-3.7481,-73.2472,84.24,79,40,4.61,scattered clouds
658,Gizo,SB,-8.103,156.8419,82.26,73,100,7.05,light rain
659,Itacare,BR,-14.2775,-38.9967,74.82,90,100,8.63,overcast clouds
660,Ereymentau,KZ,51.6199,73.1033,53.29,65,100,6.11,overcast clouds
661,Ulladulla,AU,-35.35,150.4667,61.7,67,8,5.46,clear sky
662,Kohima,IN,25.6667,94.1167,59.68,73,9,3.71,light rain
663,Boa Vista,BR,2.8197,-60.6733,89.58,48,20,8.05,few clouds
664,Dunn,US,44.95,-91.8835,41.2,47,100,10.36,overcast clouds
665,Telemaco Borba,BR,-24.3239,-50.6156,55.06,82,0,2.84,clear sky
666,Kaniama,CD,-7.5667,24.1833,67.62,92,99,1.9,overcast clouds
667,Mufulira,ZM,-12.5498,28.2407,61.57,97,95,4.43,overcast clouds
668,Goure,NE,13.9835,10.2704,82.02,53,76,14.29,broken clouds
669,Khasan,RU,42.4308,130.6434,47.62,45,87,2.08,overcast clouds
670,Zarubino,RU,42.63,131.0922,45.54,46,96,4.03,overcast clouds
671,Adilcevaz,TR,38.8039,42.7342,41.13,64,6,3.33,clear sky
672,Jolalpan,MX,18.325,-98.8417,102.11,17,15,4.99,few clouds
673,Sokoni,TZ,-6.4333,39.55,78.66,77,100,10.6,light rain
674,Ust-Kuyga,RU,70.0167,135.6,3.6,92,99,4.92,overcast clouds
675,Tyssedal,NO,60.1165,6.562,42.87,70,99,3.51,overcast clouds
676,Marsh Harbour,BS,26.5412,-77.0636,76.93,71,0,8.5,clear sky
677,Teahupoo,PF,-17.8333,-149.2667,80.56,75,16,11.14,light rain
678,Ust-Kulom,RU,61.6864,53.6902,18.93,97,95,2.53,overcast clouds
679,Hokitika,NZ,-42.7167,170.9667,60.03,63,95,4.29,overcast clouds
680,Fairbanks,US,64.8378,-147.7164,33.76,34,0,12.66,clear sky
681,Manakara,MG,-22.1333,48.0167,72.55,88,30,2.73,scattered clouds
682,Shimoda,JP,34.6667,138.95,49.1,76,100,10.92,overcast clouds
683,Santa Helena De Goias,BR,-17.8136,-50.5969,65.95,52,3,7.81,clear sky
684,Nagaur,IN,27.2,73.7333,81.03,33,0,5.68,clear sky
685,Dasoguz,TM,41.8363,59.9666,58.95,67,0,13.8,clear sky
686,Lucapa,AO,-8.4192,20.7447,66.36,94,21,1.36,few clouds
687,Tambacounda,SN,13.7539,-13.7586,91.45,24,0,4.61,clear sky
688,Farmington,US,36.7281,-108.2187,75.88,11,0,19.57,clear sky
689,Belmonte,BR,-15.8631,-38.8828,76.6,87,100,13.96,moderate rain
690,Muli,MV,2.9167,73.5667,82.99,77,84,9.28,broken clouds
691,Baleshwar,IN,21.4942,86.9317,77.88,80,7,9.44,clear sky
692,Iguape,BR,-24.7081,-47.5553,67.95,80,13,9.44,few clouds
693,Severnyy,RU,50.677,36.5532,48.24,93,75,4.47,shower rain
694,Weihai,CN,37.5017,122.1136,52.21,45,0,9.84,clear sky
695,Poum,NC,-20.2333,164.0167,78.33,66,4,6.53,clear sky
