City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Siauliai,LT,2022-04-12 11:41:45,55.9333,23.3167,48.22,46,0,4.61
293,Kaitangata,NZ,2022-04-12 11:41:45,-46.2817,169.8464,47.37,82,20,8.1
294,Skibbereen,IE,2022-04-12 11:41:45,51.55,-9.2667,52.11,93,100,10.89
295,Leh,IN,2022-04-12 11:41:46,34.1667,77.5833,44.19,51,100,7.11
296,Toucheng,TW,2022-04-12 11:41:46,24.8592,121.8233,80.98,90,40,6.26
297,Portland,US,2022-04-12 11:37:30,45.5234,-122.6762,38.43,92,75,5.01
298,Katangli,RU,2022-04-12 11:41:47,51.7102,143.2326,27.07,97,100,9.98
299,Lazarev,RU,2022-04-12 11:41:47,52.225,141.5131,26.4,94,100,11.77
300,Lexington,US,2022-04-12 11:40:37,37.9887,-84.4777,55.4,90,100,8.05
301,Qinnan,CN,2022-04-12 11:41:48,33.2531,119.9133,54.18,78,100,16.71
302,Sarany,RU,2022-04-12 11:41:48,58.5,58.8833,44.94,86,71,8.75
303,Lantana,US,2022-04-12 11:41:48,26.5867,-80.052,74.03,70,75,10.36
304,Nabire,ID,2022-04-12 11:41:49,-3.3667,135.4833,77.74,88,96,3.96
305,Samarai,PG,2022-04-12 11:41:49,-10.6167,150.6667,83.8,75,64,12.8
306,Neuquen,AR,2022-04-12 11:41:49,-38.9516,-68.0591,48.09,61,0,9.22
307,Luena,AO,2022-04-12 11:41:50,-11.7833,19.9167,82.58,65,75,5.75
308,Bowen,AU,2022-04-12 11:41:50,-20.0167,148.2333,77.95,71,55,16.4
309,Bombay,IN,2022-04-12 11:40:01,19.0144,72.8479,93.18,40,20,13.8
310,Lagos,NG,2022-04-12 11:40:56,6.5833,3.75,91.72,67,100,6.17
311,Nelson,NZ,2022-04-12 11:38:04,-41.2833,173.2833,58.28,83,100,1.01
312,Parabel,RU,2022-04-12 11:41:51,58.6978,81.4825,35.15,100,84,2.33
313,Shieli,KZ,2022-04-12 11:41:51,44.1667,66.75,73.87,31,33,10.74
314,Manjacaze,MZ,2022-04-12 11:41:52,-24.7117,33.8828,85.87,57,48,2.48
315,Port Hedland,AU,2022-04-12 11:41:53,-20.3167,118.5667,86.05,58,5,11.5
316,Cherskiy,RU,2022-04-12 11:41:55,68.75,161.3,-12.55,92,6,4.21
317,Port Hardy,CA,2022-04-12 11:41:56,50.6996,-127.4199,41.0,81,75,5.75
318,Qasigiannguit,GL,2022-04-12 11:41:56,68.8193,-51.1922,26.85,73,99,2.26
319,Shubarshi,KZ,2022-04-12 11:41:57,48.5872,57.1869,65.35,43,5,3.2
320,Naze,JP,2022-04-12 11:41:57,28.3667,129.4833,68.92,93,27,7.2
321,Geraldton,AU,2022-04-12 11:41:58,-28.7667,114.6,70.21,73,0,12.66
322,Atocha,BO,2022-04-12 11:41:58,-20.9333,-66.2333,40.33,21,3,8.05
323,Midland,US,2022-04-12 11:41:59,31.9974,-102.0779,69.85,45,0,11.5
324,Taoudenni,ML,2022-04-12 11:41:59,22.6783,-3.9836,97.0,4,100,0.34
325,Moron,AR,2022-04-12 11:42:00,-34.6534,-58.6198,59.97,76,13,5.99
326,Dolneni,MK,2022-04-12 11:42:00,41.4253,21.4547,58.33,35,1,1.25
327,Pacific Grove,US,2022-04-12 11:42:00,36.6177,-121.9166,48.31,71,0,9.22
328,Ribeira Grande,PT,2022-04-12 11:43:01,38.5167,-28.7,63.0,88,75,10.36
329,Sangmelima,CM,2022-04-12 11:43:01,2.9333,11.9833,90.43,41,96,3.13
330,Baiyin,CN,2022-04-12 11:43:02,36.5583,104.2081,51.33,20,36,19.1
331,Amahai,ID,2022-04-12 11:43:02,-3.3333,128.9167,79.83,81,100,1.16
332,Mayumba,GA,2022-04-12 11:43:03,-3.432,10.6554,81.93,73,82,7.83
333,Groton,US,2022-04-12 11:43:03,41.3501,-72.0784,49.19,75,100,8.05
334,Portel,BR,2022-04-12 11:43:04,-1.9356,-50.8211,75.02,94,100,1.74
335,Acarau,BR,2022-04-12 11:43:04,-2.8856,-40.12,79.84,82,100,5.37
336,Tiarei,PF,2022-04-12 11:43:05,-17.5333,-149.3333,77.02,73,10,15.97
337,Maldonado,UY,2022-04-12 11:43:05,-34.6667,-54.9167,61.23,70,21,7.09
338,Saint-Joseph,RE,2022-04-12 11:43:06,-21.3667,55.6167,79.18,80,41,18.9
339,Polovinnoye,RU,2022-04-12 11:43:06,54.7914,65.9864,51.69,35,100,16.69
340,Kiyasovo,RU,2022-04-12 11:43:07,56.3491,53.1244,39.49,99,100,7.2
341,Sungairaya,ID,2022-04-12 11:43:07,0.7,108.9,81.16,75,17,3.91
342,Bosaso,SO,2022-04-12 11:43:08,11.2842,49.1816,88.21,54,1,9.55
343,Murgab,TM,2022-04-12 11:43:08,37.4966,61.9714,87.67,33,0,6.91
344,Aykhal,RU,2022-04-12 11:43:09,66.0,111.5,12.38,92,99,4.85
345,Namanga,KE,2022-04-12 11:43:09,-2.5433,36.7905,87.93,26,99,8.37
346,Grimshaw,CA,2022-04-12 11:43:10,56.1834,-117.6027,11.82,62,100,18.41
347,Krasnyy Yar,RU,2022-04-12 11:43:10,46.5331,48.3456,73.33,38,13,19.19
348,Bathsheba,BB,2022-04-12 11:43:11,13.2167,-59.5167,79.41,69,20,14.97
349,Vandra,EE,2022-04-12 11:43:11,58.6481,25.0361,40.66,40,5,6.6
350,Port Keats,AU,2022-04-12 11:43:12,-14.25,129.55,83.37,75,71,3.89
351,Pleasanton,US,2022-04-12 11:43:12,37.6624,-121.8747,45.21,77,0,3.44
352,Vila Franca Do Campo,PT,2022-04-12 11:43:13,37.7167,-25.4333,59.41,81,94,7.18
353,Panama City,PA,2022-04-12 11:42:00,8.9936,-79.5197,79.29,81,20,9.22
354,Junction City,US,2022-04-12 11:43:14,39.0286,-96.8314,58.6,95,100,15.99
355,Champerico,GT,2022-04-12 11:43:15,14.3,-91.9167,80.17,65,57,7.56
356,Jibuti,DJ,2022-04-12 11:42:36,11.5,42.5,92.14,28,7,12.37
357,Saldanha,ZA,2022-04-12 11:43:15,-33.0117,17.9442,86.05,57,13,12.95
358,Poum,NC,2022-04-12 11:43:16,-20.2333,164.0167,78.76,71,45,17.76
359,Dombarovskiy,RU,2022-04-12 11:43:16,50.7587,59.5386,45.81,90,100,4.27
360,Anadyr,RU,2022-04-12 11:43:16,64.75,177.4833,8.33,88,100,10.69
361,Teya,RU,2022-04-12 11:43:17,60.3778,92.6267,27.28,91,100,2.44
362,Bulawayo,ZW,2022-04-12 11:43:17,-20.15,28.5833,81.54,31,57,4.54
363,Mabaruma,GY,2022-04-12 11:43:18,8.2,-59.7833,78.8,85,97,4.45
364,Samana,DO,2022-04-12 11:43:18,19.2056,-69.3369,69.76,83,35,10.83
365,Honiara,SB,2022-04-12 11:43:19,-9.4333,159.95,77.86,87,28,4.36
366,Phan Thiet,VN,2022-04-12 11:42:54,10.9333,108.1,78.33,84,82,3.27
367,La Cruz,MX,2022-04-12 11:43:20,23.9167,-106.9,66.74,87,26,2.37
368,Carballo,ES,2022-04-12 11:43:20,43.213,-8.691,61.86,73,66,10.54
369,Talavera,PH,2022-04-12 11:43:20,15.6167,120.9333,79.23,79,98,2.44
370,Rio Gallegos,AR,2022-04-12 11:40:40,-51.6226,-69.2181,41.05,56,75,13.8
371,Port Moresby,PG,2022-04-12 11:43:21,-9.4431,147.1797,78.22,89,40,2.3
372,Banjar,ID,2022-04-12 11:43:21,-8.19,114.9675,77.5,86,65,3.24
373,Tommot,RU,2022-04-12 11:43:22,58.9564,126.2925,15.53,96,98,1.88
374,Gizo,SB,2022-04-12 11:43:23,-8.103,156.8419,82.81,74,93,6.67
375,Los Llanos De Aridane,ES,2022-04-12 11:43:24,28.6585,-17.9182,64.15,84,75,18.41
376,Zyryanovsk,KZ,2022-04-12 11:43:24,49.7386,84.2719,32.0,98,60,1.05
377,Vigia Del Fuerte,CO,2022-04-12 11:44:25,6.5789,-76.8863,75.16,99,99,0.29
378,Ampanihy,MG,2022-04-12 11:44:25,-24.7,44.75,90.1,35,98,10.04
379,Limuru,KE,2022-04-12 11:44:26,-1.1,36.65,72.64,46,97,10.09
380,Sovetskaya Gavan,RU,2022-04-12 11:44:26,48.9723,140.2878,28.38,97,96,4.61
381,Fort Nelson,CA,2022-04-12 11:40:00,58.8053,-122.7002,8.19,66,75,8.05
382,Robertson,US,2022-04-12 11:44:27,36.5167,-86.8667,62.58,99,100,0.0
383,Concepcion Del Oro,MX,2022-04-12 11:44:28,24.6333,-101.4167,54.45,53,99,3.22
384,San Francisco Del Mar,MX,2022-04-12 11:44:28,16.2333,-94.65,80.13,78,64,6.13
385,Bambanglipuro,ID,2022-04-12 11:44:29,-7.95,110.2833,79.66,79,34,6.55
386,Qeshm,IR,2022-04-12 11:44:29,26.9581,56.2719,89.47,47,0,13.65
387,Igarka,RU,2022-04-12 11:44:29,67.4667,86.5833,30.56,98,100,17.85
388,Nemuro,JP,2022-04-12 11:44:30,43.3236,145.575,37.08,97,84,6.96
389,Ambulu,ID,2022-04-12 11:44:30,-8.345,113.6058,77.9,83,63,3.24
390,Kirakira,SB,2022-04-12 11:44:31,-10.4544,161.9205,79.88,81,12,5.41
391,Rocha,UY,2022-04-12 11:44:31,-34.4833,-54.3333,61.36,75,26,7.02
392,Pimentel,PE,2022-04-12 11:44:32,-6.8367,-79.9342,66.49,82,75,11.5
393,Petropavlovsk-Kamchatskiy,RU,2022-04-12 11:39:57,53.0452,158.6483,30.79,69,0,0.0
394,Orange,US,2022-04-12 11:44:32,33.7,-117.7675,56.05,79,64,1.99
395,Umm Kaddadah,SD,2022-04-12 11:44:33,13.6017,26.6876,100.94,12,71,3.4
396,Sao Filipe,CV,2022-04-12 11:44:33,14.8961,-24.4956,72.1,72,94,12.71
397,Emba,KZ,2022-04-12 11:44:33,48.8264,58.1442,64.94,42,27,4.54
398,Salalah,OM,2022-04-12 11:44:34,17.0151,54.0924,87.89,74,0,13.8
399,Hirara,JP,2022-04-12 11:44:34,24.8,125.2833,71.87,94,40,10.36
400,Andros Town,BS,2022-04-12 11:44:34,24.7,-77.7667,71.56,61,0,17.76
401,Fort Morgan,US,2022-04-12 11:41:28,40.2503,-103.8,56.62,48,0,4.61
402,Kilimatinde,TZ,2022-04-12 11:44:36,-5.85,34.95,82.11,47,69,6.98
403,Ganzhou,CN,2022-04-12 11:44:36,28.8184,115.4327,78.6,52,33,4.83
404,Necochea,AR,2022-04-12 11:44:36,-38.5473,-58.7368,51.64,75,45,11.97
405,Mokhsogollokh,RU,2022-04-12 11:44:37,61.4681,128.9203,10.22,96,54,3.0
406,Kalianget,ID,2022-04-12 11:44:37,-7.05,113.9333,81.01,66,56,4.23
407,Loubomo,CG,2022-04-12 11:44:37,-4.1997,12.6739,89.78,52,88,2.57
408,Tessalit,ML,2022-04-12 11:44:38,20.1986,1.0114,100.06,4,35,13.02
409,Ancud,CL,2022-04-12 11:44:38,-41.8697,-73.8203,46.22,81,54,1.74
410,Rawson,AR,2022-04-12 11:44:38,-43.3002,-65.1023,50.67,65,50,21.45
411,Manokwari,ID,2022-04-12 11:41:45,-0.8667,134.0833,80.15,78,77,3.4
412,Ostroda,PL,2022-04-12 11:44:39,53.6967,19.9649,50.49,40,4,5.95
413,Sakakah,SA,2022-04-12 11:44:40,29.9697,40.2064,81.97,15,29,13.65
414,Saint-Francois,FR,2022-04-12 11:44:40,46.4154,3.9054,67.44,42,0,12.66
415,Buala,SB,2022-04-12 11:44:40,-8.145,159.5921,80.69,79,91,5.41
416,Barbosa Ferraz,BR,2022-04-12 11:44:41,-24.03,-52.0117,70.65,93,48,3.44
417,Oussouye,SN,2022-04-12 11:44:42,12.485,-16.5469,80.78,33,68,5.73
418,Aasiaat,GL,2022-04-12 11:44:42,68.7098,-52.8699,20.41,86,97,4.16
419,Deputatskiy,RU,2022-04-12 11:44:43,69.3,139.9,2.39,92,100,4.18
420,Hailin,CN,2022-04-12 11:44:44,44.5833,129.4167,40.21,46,17,3.83
421,Tashla,RU,2022-04-12 11:44:45,51.7716,52.7427,61.59,53,2,12.1
422,Nikolayevka,RU,2022-04-12 11:44:46,53.1257,47.2041,55.94,74,91,5.37
423,Duiven,NL,2022-04-12 11:44:46,51.9333,6.0167,68.07,49,75,9.22
424,Stephenville,US,2022-04-12 11:45:47,32.2207,-98.2023,73.53,74,100,19.57
425,Swakopmund,NA,2022-04-12 11:43:16,-22.6833,14.5333,65.25,90,70,3.0
426,Egvekinot,RU,2022-04-12 11:45:48,66.3167,-179.1667,-4.83,89,100,12.5
427,Maniitsoq,GL,2022-04-12 11:45:48,65.4167,-52.9,26.44,66,100,2.3
428,Shakawe,BW,2022-04-12 11:45:48,-18.3667,21.85,84.04,38,96,5.32
429,Gunnedah,AU,2022-04-12 11:45:49,-30.9833,150.25,65.8,73,91,5.75
430,Aracruz,BR,2022-04-12 11:45:49,-19.8203,-40.2733,78.01,63,54,1.36
431,Verkhniy Baskunchak,RU,2022-04-12 11:45:50,48.2256,46.7217,72.5,37,4,19.33
432,Koungou,YT,2022-04-12 11:45:50,-12.7336,45.2042,87.51,70,0,5.75
433,Bukachacha,RU,2022-04-12 11:45:51,52.9833,116.9167,24.75,75,95,3.83
434,Clyde River,CA,2022-04-12 11:45:51,70.4692,-68.5914,-12.77,77,0,6.91
435,Gasa,PS,2022-04-12 11:45:51,31.5,34.4667,66.88,52,31,12.91
436,Svetlogorsk,BY,2022-04-12 11:45:52,52.6333,29.7333,48.31,50,100,16.4
437,Tibati,CM,2022-04-12 11:45:53,6.4667,12.6333,94.33,30,100,6.49
438,Salamanca,ES,2022-04-12 11:45:53,40.8333,-6.0,55.18,88,100,9.84
439,Mogzon,RU,2022-04-12 11:45:53,51.7435,111.9606,24.82,79,97,1.54
440,Hami,CN,2022-04-12 11:45:54,42.8,93.45,59.76,8,25,13.42
441,Bagdarin,RU,2022-04-12 11:45:54,54.4333,113.6,23.07,92,100,2.93
442,Ambilobe,MG,2022-04-12 11:45:55,-13.2,49.05,88.05,54,58,1.97
443,Margate,GB,2022-04-12 11:45:55,51.3813,1.3862,64.11,77,100,13.8
444,Tuy Hoa,VN,2022-04-12 11:45:56,13.0833,109.3,75.51,92,60,3.18
445,Grindavik,IS,2022-04-12 11:45:56,63.8424,-22.4338,43.27,65,0,8.05
446,Vilani,LV,2022-04-12 11:45:57,56.5525,26.9245,50.4,37,35,7.0
447,Mutis,CO,2022-04-12 11:45:57,6.2262,-77.4044,79.48,86,98,3.78
448,Liverpool,GB,2022-04-12 11:44:10,53.4106,-2.9779,53.53,88,75,11.5
449,Filingue,NE,2022-04-12 11:45:58,14.3521,3.3168,105.87,15,91,9.42
450,Salta,AR,2022-04-12 11:44:46,-24.7859,-65.4117,66.58,80,75,3.44
451,Taltal,CL,2022-04-12 11:45:58,-25.4,-70.4833,61.45,73,6,3.6
452,Udachnyy,RU,2022-04-12 11:45:59,66.4167,112.4,19.44,93,100,4.61
453,Bilibino,RU,2022-04-12 11:45:59,68.0546,166.4372,-9.38,81,100,5.26
454,Bac Giang,VN,2022-04-12 11:45:59,21.2667,106.2,78.87,75,20,8.99
455,Tautira,PF,2022-04-12 11:46:00,-17.7333,-149.15,80.98,74,31,13.6
456,Acajutla,SV,2022-04-12 11:46:00,13.5928,-89.8275,80.96,72,100,3.31
457,Topchikha,RU,2022-04-12 11:46:01,52.8192,83.1185,44.8,60,15,14.7
458,Catarama,EC,2022-04-12 11:46:01,-1.5833,-79.4667,72.57,99,100,3.44
459,Colorado Springs,US,2022-04-12 11:46:02,38.8339,-104.8214,56.64,31,0,25.32
460,Kalmunai,LK,2022-04-12 11:46:02,7.4167,81.8167,83.37,79,61,8.5
461,Balaka,MW,2022-04-12 11:46:03,-14.9793,34.9558,81.61,62,33,3.76
462,Yulara,AU,2022-04-12 11:46:04,-25.2406,130.9889,89.44,19,79,6.91
463,Fayetteville,US,2022-04-12 11:45:03,35.0527,-78.8784,63.12,71,0,9.22
464,Port Lincoln,AU,2022-04-12 11:42:00,-34.7333,135.8667,63.39,75,100,14.97
465,Serrinha,BR,2022-04-12 11:46:05,-11.6642,-39.0075,80.46,55,4,4.79
466,Nome,US,2022-04-12 11:46:05,64.5011,-165.4064,32.07,74,100,6.91
467,Pangai,TO,2022-04-12 11:46:06,-19.8,-174.35,81.95,70,34,11.3
468,Shenzhen,CN,2022-04-12 11:46:06,22.5455,114.0683,82.08,91,7,8.12
469,Ucluelet,CA,2022-04-12 11:45:11,48.9329,-125.5528,42.1,77,57,5.41
470,Srednekolymsk,RU,2022-04-12 11:47:06,67.45,153.6833,-6.21,97,4,3.8
471,Nanchong,CN,2022-04-12 11:47:07,30.7951,106.0847,68.09,70,100,1.16
472,Samarkand,UZ,2022-04-12 11:47:07,39.6542,66.9597,74.62,33,0,4.61
473,Puerto Del Rosario,ES,2022-04-12 11:47:08,28.5004,-13.8627,71.35,60,20,17.27
474,West Bay,KY,2022-04-12 11:47:08,19.3667,-81.4167,79.0,81,40,14.97
475,Broken Hill,AU,2022-04-12 11:47:09,-31.95,141.4333,64.11,48,73,6.91
476,Santo Tomas,PH,2022-04-12 11:47:09,14.1079,121.1414,81.55,87,100,2.53
477,Pangnirtung,CA,2022-04-12 11:47:10,66.1451,-65.7125,8.6,72,75,4.61
478,Coquimbo,CL,2022-04-12 11:47:10,-29.9533,-71.3436,55.13,94,100,3.44
479,Derzhavinsk,KZ,2022-04-12 11:47:10,51.1,66.3167,46.72,68,100,16.8
480,Rantepao,ID,2022-04-12 11:47:12,-2.9701,119.8978,68.23,97,54,1.86
481,Sorland,NO,2022-04-12 11:47:12,67.667,12.6934,44.46,74,21,4.99
482,Whitehaven,GB,2022-04-12 11:47:13,54.549,-3.5841,49.66,91,100,3.0
483,Camacha,PT,2022-04-12 11:47:13,33.0833,-16.3333,63.82,72,40,16.11
484,Arlit,NE,2022-04-12 11:47:14,18.7369,7.3853,107.53,4,3,12.84
485,Shingu,JP,2022-04-12 11:47:14,33.7333,135.9833,62.89,94,4,5.35
486,Batavia,US,2022-04-12 11:47:15,41.85,-88.3126,47.26,77,0,0.0
487,Tondi,IN,2022-04-12 11:47:16,9.7333,79.0167,86.7,63,97,9.17
488,Placido De Castro,BR,2022-04-12 11:47:16,-10.3353,-67.1856,76.17,89,100,3.33
489,Kuah,MY,2022-04-12 11:47:17,6.3265,99.8432,85.98,79,20,2.3
490,Yatou,CN,2022-04-12 11:47:17,37.15,122.3833,49.64,74,100,10.0
491,Mezen,RU,2022-04-12 11:47:18,65.8522,44.24,39.67,80,100,7.05
492,Miles City,US,2022-04-12 11:47:18,46.4083,-105.8406,25.77,86,100,33.38
493,Aklavik,CA,2022-04-12 11:47:19,68.2191,-135.0107,-1.19,95,10,10.49
494,Palasa,IN,2022-04-12 11:47:19,18.7667,84.4167,84.04,71,62,11.92
495,North Myrtle Beach,US,2022-04-12 11:44:57,33.816,-78.68,64.45,86,0,6.91
496,Athabasca,CA,2022-04-12 11:47:20,54.7169,-113.2854,10.81,81,100,11.48
497,Benjamin Aceval,PY,2022-04-12 11:47:21,-24.9667,-57.5667,68.59,98,99,4.92
498,Storforshei,NO,2022-04-12 11:47:21,66.4043,14.5233,42.58,56,75,4.61
499,Santa Cruz Del Sur,CU,2022-04-12 11:47:22,20.7147,-77.9956,73.62,80,17,14.12
500,Matagami,CA,2022-04-12 11:47:22,49.7502,-77.6328,35.71,69,0,9.22
501,Tecoanapa,MX,2022-04-12 11:47:23,16.5167,-98.75,76.96,74,95,3.42
502,Altus,US,2022-04-12 11:47:23,34.6381,-99.334,67.51,88,0,17.27
503,Kuito,AO,2022-04-12 11:47:24,-12.3833,16.9333,77.14,57,75,6.91
504,Superior,US,2022-04-12 11:47:24,46.7208,-92.1041,36.77,86,100,4.61
505,Diffa,NE,2022-04-12 11:47:25,13.3154,12.6113,105.44,16,39,4.88
506,Porto Walter,BR,2022-04-12 11:47:25,-8.2686,-72.7439,72.68,98,62,1.52
507,Hurricane,US,2022-04-12 11:47:26,37.1753,-113.2899,45.7,44,94,8.79
508,Carlyle,US,2022-04-12 11:47:26,38.6103,-89.3726,56.08,95,76,4.0
509,Pundaguitan,PH,2022-04-12 11:47:27,6.3711,126.1689,83.52,76,50,13.35
510,Kavaratti,IN,2022-04-12 11:47:27,10.5669,72.642,85.39,71,62,7.99
511,Chapais,CA,2022-04-12 11:47:28,49.7834,-74.8492,35.38,84,100,8.84
512,Cayenne,GF,2022-04-12 11:47:28,4.9333,-52.3333,80.1,1,75,7.0
513,Grao Mogol,BR,2022-04-12 11:47:29,-16.5594,-42.8897,68.32,88,58,3.89
514,Saint-Michel-Des-Saints,CA,2022-04-12 11:47:29,46.6834,-73.9159,37.94,98,100,6.17
515,Abu Samrah,SY,2022-04-12 11:47:30,35.3029,37.1841,61.3,49,77,27.54
516,Yabelo,ET,2022-04-12 11:47:30,4.8833,38.0833,75.11,40,72,6.42
517,Uyemskiy,RU,2022-04-12 11:48:31,64.4743,40.8524,44.65,56,20,4.47
518,Borogontsy,RU,2022-04-12 11:48:31,62.6683,131.1683,12.6,93,96,2.06
519,Lata,PT,2022-04-12 11:48:32,40.1629,-8.3327,55.92,76,77,6.42
520,Victor Harbor,AU,2022-04-12 11:48:32,-35.5667,138.6167,60.01,79,80,9.42
521,Litovko,RU,2022-04-12 11:48:32,49.2361,135.1742,29.91,98,96,2.17
522,Porto Velho,BR,2022-04-12 11:46:10,-8.7619,-63.9039,75.25,94,0,3.44
523,Bilma,NE,2022-04-12 11:48:33,18.6853,12.9164,105.3,4,1,18.92
524,Dicabisagan,PH,2022-04-12 11:48:33,17.0818,122.4157,76.98,85,87,5.86
525,Ryotsu,JP,2022-04-12 11:48:34,38.0833,138.4333,59.92,73,37,3.36
526,Westport,US,2022-04-12 11:48:34,41.1415,-73.3579,51.94,84,95,4.0
527,Marfino,RU,2022-04-12 11:48:35,55.7028,37.3822,48.11,86,100,11.18
528,Dunedin,NZ,2022-04-12 11:48:35,-45.8742,170.5036,51.8,65,7,7.4
529,Cuiluan,CN,2022-04-12 11:48:35,47.72,128.648,32.85,58,55,3.11
530,Ndele,CF,2022-04-12 11:48:36,8.4109,20.6473,100.99,24,65,3.4
531,Solnechnyy,RU,2022-04-12 11:48:36,50.7214,136.6319,25.38,96,100,4.65
532,Herat,AF,2022-04-12 11:48:37,34.5,62.0,79.29,11,3,12.1
533,Volksrust,ZA,2022-04-12 11:48:37,-27.3654,29.8818,66.25,52,33,10.54
534,Chake Chake,TZ,2022-04-12 11:48:38,-5.2459,39.7666,82.4,73,100,7.76
535,Little Current,CA,2022-04-12 11:47:31,45.9793,-81.9248,35.65,88,8,4.27
536,Mumbwa,ZM,2022-04-12 11:48:38,-14.9783,27.0619,74.41,68,90,4.81
537,Buzmeyin,TM,2022-04-12 11:48:39,38.0507,58.2056,87.53,22,20,6.91
538,Axim,GH,2022-04-12 11:48:39,4.8699,-2.2405,86.43,66,98,9.4
539,Belyy Yar,RU,2022-04-12 11:48:40,53.6039,91.3903,36.86,69,0,15.66
540,Volot,RU,2022-04-12 11:48:40,57.9278,30.7025,44.67,64,100,8.7
541,Noumea,NC,2022-04-12 11:48:41,-22.2763,166.4572,80.01,99,55,7.56
542,Zonguldak,TR,2022-04-12 11:48:41,41.25,31.8333,45.45,48,67,12.77
543,Inyonga,TZ,2022-04-12 11:48:42,-6.7167,32.0667,81.68,50,18,5.88
544,Iralaya,HN,2022-04-12 11:48:42,15.0,-83.2333,79.12,74,70,10.94
545,Gilgit,PK,2022-04-12 11:48:43,35.9221,74.3087,74.97,24,98,3.6
546,Khawhai,IN,2022-04-12 11:48:43,23.3667,93.1167,64.98,75,66,0.92
547,Chernyshevskiy,RU,2022-04-12 11:48:44,63.0128,112.4714,18.12,95,100,2.21
548,Ken Caryl,US,2022-04-12 11:48:44,39.5773,-105.1169,56.32,32,2,8.01
549,Melbu,NO,2022-04-12 11:48:45,68.5044,14.8297,42.58,70,40,11.5
550,Jijiga,ET,2022-04-12 11:48:45,9.35,42.8,82.76,28,37,7.78
551,Grand-Santi,GF,2022-04-12 11:48:46,4.25,-54.3833,75.24,95,99,3.76
552,Funadhoo,MV,2022-04-12 11:48:46,6.15,73.2667,83.62,75,37,11.68
553,Broome,US,2022-04-12 11:48:46,42.2506,-75.833,50.85,85,100,16.11
554,Lasa,IT,2022-04-12 11:48:47,46.6166,10.7002,57.36,75,87,3.44
555,Karratha,AU,2022-04-12 11:48:47,-20.7377,116.8463,83.86,45,1,14.09
556,Conceicao Da Barra,BR,2022-04-12 11:47:13,-18.5933,-39.7322,81.91,71,34,3.18
557,Korla,CN,2022-04-12 11:49:48,41.7597,86.1469,70.59,16,66,5.75
558,Yamada,JP,2022-04-12 11:49:48,39.4667,141.95,57.38,64,81,7.43
559,Saint-Augustin,CA,2022-04-12 11:49:49,51.226,-58.6502,33.03,80,16,15.17
560,Soroti,UG,2022-04-12 11:49:49,1.7146,33.6111,83.53,41,92,11.1
561,Pedasi,PA,2022-04-12 11:49:50,7.5333,-80.0333,76.06,82,100,14.7
562,Mindelo,CV,2022-04-12 11:49:50,16.8901,-24.9804,74.75,50,75,24.16
563,Port-Gentil,GA,2022-04-12 11:49:50,-0.7193,8.7815,85.96,70,20,8.05
564,Maningrida,AU,2022-04-12 11:49:51,-12.0667,134.2667,78.67,90,100,6.38
565,Tilichiki,RU,2022-04-12 11:49:51,60.4667,166.1,7.52,93,100,12.15
566,Magole,TZ,2022-04-12 11:49:52,-6.3667,37.3667,85.15,56,64,4.29
567,Bonthe,SL,2022-04-12 11:49:52,7.5264,-12.505,86.95,65,80,8.79
568,Aksarka,RU,2022-04-12 11:49:52,66.5606,67.7975,35.64,100,100,15.39
569,Hokitika,NZ,2022-04-12 11:49:53,-42.7167,170.9667,53.83,80,50,3.18
570,Christchurch,NZ,2022-04-12 11:45:00,-43.5333,172.6333,55.9,80,100,2.3
571,Srandakan,ID,2022-04-12 11:49:53,-7.9386,110.2506,80.15,78,18,7.11
572,Altamont,US,2022-04-12 11:49:54,42.2068,-121.7372,24.64,80,40,16.11
573,Altamira,BR,2022-04-12 11:49:54,-3.2033,-52.2064,75.29,100,75,0.0
574,Suhbaatar,MN,2022-04-12 11:49:55,50.2314,106.2078,34.07,46,93,14.25
575,Nikolayevsk-Na-Amure,RU,2022-04-12 11:49:55,53.1406,140.73,26.01,96,100,7.83
576,Yenagoa,NG,2022-04-12 11:49:55,4.9247,6.2642,94.84,48,98,3.0
577,Rio Tuba,PH,2022-04-12 11:49:56,8.5061,117.4317,77.76,83,100,8.59
578,Jalu,LY,2022-04-12 11:49:56,29.0331,21.5482,74.5,21,1,9.06
579,Nortelandia,BR,2022-04-12 11:49:57,-14.4547,-56.8028,79.66,73,5,2.57
580,Vostok,RU,2022-04-12 11:49:57,46.4856,135.8833,31.35,98,100,2.46
581,Alofi,NU,2022-04-12 11:49:58,-19.0595,-169.9187,73.29,94,67,1.14
582,Odessa,UA,2022-04-12 11:49:58,46.4775,30.7326,51.64,35,86,20.36
583,Hualmay,PE,2022-04-12 11:49:59,-11.0964,-77.6139,66.69,85,29,10.38
584,Kopychyntsi,UA,2022-04-12 11:49:59,49.1044,25.9103,47.52,42,68,15.14
585,Havoysund,NO,2022-04-12 11:49:59,70.9963,24.6622,34.03,73,100,19.22
586,Praia,CV,2022-04-12 11:49:00,14.9215,-23.5087,73.94,60,75,20.71
587,La Ronge,CA,2022-04-12 11:50:00,55.1001,-105.2842,8.85,72,100,14.97
